name,player_id,tier
Basic Buddy 409,Algorand:1259798681,Tier C
Basic Buddy 410,Algorand:1259798683,Tier C
Basic Buddy 411,Algorand:1259798686,Tier C
Basic Buddy 412,Algorand:1259798688,Tier C
Basic Buddy 413,Algorand:1259798691,Tier C
Basic Buddy 414,Algorand:1259798694,Tier C
Basic Buddy 415,Algorand:1259798696,Tier C
Basic Buddy 416,Algorand:1259798698,Tier C
Basic Buddy 417,Algorand:1259798700,Tier C
Basic Buddy 418,Algorand:1259798704,Tier C
Basic Buddy 419,Algorand:1259798709,Tier C
Basic Buddy 420,Algorand:1259798712,Tier C
Basic Buddy 421,Algorand:1259798716,Tier C
Basic Buddy 422,Algorand:1259798718,Tier C
Basic Buddy 423,Algorand:1259798720,Tier C
Basic Buddy 424,Algorand:1259798722,Tier C
Basic Buddy 425,Algorand:1259798724,Tier C
Basic Buddy 426,Algorand:1271085326,Tier C
Basic Buddy 427,Algorand:1271085329,Tier C
Basic Buddy 428,Algorand:1271085332,Tier C
Basic Buddy 429,Algorand:1271085334,Tier C
Basic Buddy 430,Algorand:1271085337,Tier C
Basic Buddy 431,Algorand:1271085340,Tier C
Basic Buddy 432,Algorand:1271085343,Tier C
Basic Buddy 433,Algorand:1271085348,Tier C
Basic Buddy 434,Algorand:1271085350,Tier C
Basic Buddy 435,Algorand:1271085353,Tier C
Basic Buddy 436,Algorand:1271085356,Tier C
Basic Buddy 437,Algorand:1271085359,Tier C
Basic Buddy 438,Algorand:1271085361,Tier C
Basic Buddy 439,Algorand:1271085364,Tier C
Basic Buddy 440,Algorand:1271085367,Tier C
Basic Buddy 441,Algorand:1271085369,Tier C
Basic Buddy 442,Algorand:1271085372,Tier C
Basic Buddy 443,Algorand:1271085374,Tier C
Basic Buddy 444,Algorand:1271085379,Tier C
Basic Buddy 445,Algorand:1271085386,Tier C
Basic Buddy 446,Algorand:1271085389,Tier C
Basic Buddy 447,Algorand:1271085391,Tier C
Basic Buddy 448,Algorand:1271085393,Tier C
Basic Buddy 449,Algorand:1271085396,Tier C
Basic Buddy 450,Algorand:1271085398,Tier C
Basic Buddy 451,Algorand:1271085401,Tier C
Basic Buddy 452,Algorand:1271085404,Tier C
Basic Buddy 453,Algorand:1271085407,Tier C
Basic Buddy 454,Algorand:1271085409,Tier C
Basic Buddy 455,Algorand:1271085412,Tier C
Basic Buddy 456,Algorand:1271085415,Tier C
Basic Buddy 457,Algorand:1271085418,Tier C
Basic Buddy 458,Algorand:1271085420,Tier C
Basic Buddy 459,Algorand:1271085423,Tier C
Basic Buddy 460,Algorand:1271085425,Tier C
Basic Buddy 461,Algorand:1271085429,Tier C
Basic Buddy 462,Algorand:1271085431,Tier C
Basic Buddy 463,Algorand:1271085434,Tier C
Basic Buddy 464,Algorand:1271085436,Tier C
Basic Buddy 465,Algorand:1271085439,Tier C
Basic Buddy 466,Algorand:1271085443,Tier C
Basic Buddy 467,Algorand:1271085445,Tier C
Basic Buddy 468,Algorand:1271085447,Tier C
Basic Buddy 469,Algorand:1271085449,Tier C
Basic Buddy 470,Algorand:1271085451,Tier C
Basic Buddy 471,Algorand:1282473952,Tier C
Basic Buddy 472,Algorand:1282473996,Tier C
Basic Buddy 473,Algorand:1282474016,Tier C
Basic Buddy 474,Algorand:1282474018,Tier C
Basic Buddy 475,Algorand:1282474022,Tier C
Basic Buddy 476,Algorand:1282474074,Tier C
Basic Buddy 477,Algorand:1282474116,Tier C
Basic Buddy 478,Algorand:1282474137,Tier C
Basic Buddy 479,Algorand:1282474194,Tier C
Basic Buddy 480,Algorand:1282474224,Tier C
Basic Buddy 481,Algorand:1282474299,Tier C
Basic Buddy 482,Algorand:1282474303,Tier C
Basic Buddy 483,Algorand:1282474322,Tier C
Basic Buddy 484,Algorand:1282474325,Tier C
Basic Buddy 485,Algorand:1282474327,Tier C
Basic Buddy 486,Algorand:1282474329,Tier C
Basic Buddy 487,Algorand:1282474331,Tier C
Basic Buddy 488,Algorand:1282474333,Tier C
Basic Buddy 489,Algorand:1282474336,Tier C
Basic Buddy 490,Algorand:1282474339,Tier C
Basic Buddy 491,Algorand:1282474341,Tier C
Basic Buddy 492,Algorand:1282474343,Tier C
Basic Buddy 493,Algorand:1282474345,Tier C
Basic Buddy 494,Algorand:1282474347,Tier C
Basic Buddy 495,Algorand:1282474349,Tier C
Basic Buddy 496,Algorand:1282474352,Tier C
Basic Buddy 497,Algorand:1282474354,Tier C
Basic Buddy 498,Algorand:1282474372,Tier C
Basic Buddy 499,Algorand:1282474389,Tier C
Basic Buddy 500,Algorand:1282474391,Tier C
Basic Buddy 501,Algorand:1282474393,Tier C
Basic Buddy 502,Algorand:1282474395,Tier C
Basic Buddy 503,Algorand:1282474398,Tier C
Basic Buddy 504,Algorand:1282474400,Tier C
Basic Buddy 505,Algorand:1282474406,Tier C
Basic Buddy 506,Algorand:1282474410,Tier C
Basic Buddy 507,Algorand:1282474417,Tier C
Basic Buddy 508,Algorand:1282474422,Tier C
Basic Buddy 509,Algorand:1282474424,Tier C
Basic Buddy 510,Algorand:1282474427,Tier C
Basic Buddy 511,Algorand:1282474429,Tier C
Basic Buddy 512,Algorand:1282474432,Tier C
Basic Buddy 513,Algorand:1282474434,Tier C
Basic Buddy 514,Algorand:1282474436,Tier C
Basic Buddy 515,Algorand:1282474439,Tier C
Basic Buddy 516,Algorand:1282474442,Tier C
Basic Buddy 517,Algorand:1282474445,Tier C
Basic Buddy 518,Algorand:1282474447,Tier C
Basic Buddy 519,Algorand:1282474449,Tier C
Basic Buddy 520,Algorand:1282474451,Tier C
Basic Buddy 521,Algorand:1374501894,Tier C
Basic Buddy 522,Algorand:1374501896,Tier C
Basic Buddy 523,Algorand:1374501904,Tier C
Basic Buddy 524,Algorand:1374501917,Tier C
Basic Buddy 525,Algorand:1374501920,Tier C
Basic Buddy 526,Algorand:1374501928,Tier C
Basic Buddy 527,Algorand:1374501933,Tier C
Basic Buddy 528,Algorand:1374501943,Tier C
Basic Buddy 529,Algorand:1374501947,Tier C
Basic Buddy 530,Algorand:1374501953,Tier C
Basic Buddy 531,Algorand:1374501956,Tier C
Basic Buddy 532,Algorand:1374501960,Tier C
Basic Buddy 533,Algorand:1374501964,Tier C
Basic Buddy 534,Algorand:1374501967,Tier C
Basic Buddy 535,Algorand:1374501971,Tier C
Basic Buddy 536,Algorand:1374501973,Tier C
Basic Buddy 537,Algorand:1374501989,Tier C
Basic Buddy 538,Algorand:1374501996,Tier C
Basic Buddy 539,Algorand:1374502002,Tier C
Basic Buddy 540,Algorand:1374531056,Tier C
Basic Buddy 541,Algorand:1374502156,Tier C
Basic Buddy 542,Algorand:1374502476,Tier C
Basic Buddy 543,Algorand:1374502480,Tier C
Basic Buddy 544,Algorand:1374502482,Tier C
Basic Buddy 545,Algorand:1374502484,Tier C
Basic Buddy 546,Algorand:1374502496,Tier C
Basic Buddy 547,Algorand:1374502500,Tier C
Basic Buddy 548,Algorand:1374502512,Tier C
Basic Buddy 549,Algorand:1374502520,Tier C
Basic Buddy 550,Algorand:1374502524,Tier C
Basic Buddy 551,Algorand:1374502615,Tier C
Basic Buddy 552,Algorand:1374502617,Tier C
Basic Buddy 553,Algorand:1374502619,Tier C
Basic Buddy 554,Algorand:1374502622,Tier C
Basic Buddy 555,Algorand:1374502629,Tier C
